,DISPLAY_FIRST_LAST,SCHOOL,COUNTRY,PTS,AST,REB,ALL_STAR_APPEARANCES,DRAFT_YEAR
1232,Kyrylo Fesenko,Cherkaski,Ukraine,2.3,0.3,2.0,0.0,2007
1233,Kenny Fields,UCLA,USA,6.2,1.0,2.5,0.0,1984
1234,Landry Fields,Stanford,USA,6.8,1.6,4.3,0.0,2010
1235,Ron Filipek,Tennessee Tech,USA,2.3,0.4,1.3,0.0,1967
1236,Greg Fillmore,Cheyney,USA,2.4,0.4,2.2,0.0,1970
1237,Hank Finkel,Dayton,USA,5.1,0.8,3.9,0.0,1966
1238,Michael Finley,Wisconsin,USA,15.7,2.9,4.4,2.0,1995
1239,Danny Finn,St. John's,USA,7.3,4.0,3.9,0.0,Undrafted
1240,Dorian Finney-Smith,Florida,USA,8.3,1.4,5.3,,Undrafted
1241,Matt Fish,North Carolina-Wilmington,USA,3.5,0.5,2.2,0.0,1992
1242,Derek Fisher,Arkansas-Little Rock,USA,8.3,3.0,2.1,0.0,1996
1243,Gerald Fitch,Kentucky,USA,4.7,1.8,1.7,0.0,Undrafted
1244,Bob Fitzgerald,Fordham,USA,3.1,0.6,,0.0,Undrafted
1245,Dick Fitzgerald,Seton Hall,USA,4.5,0.7,,0.0,Undrafted
1246,Marcus Fizer,Iowa State,USA,9.6,1.2,4.6,0.0,2000
1247,Jerry Fleishman,New York University,USA,5.8,1.6,4.6,0.0,Undrafted
1248,Al Fleming,Arizona,USA,2.0,0.4,1.5,0.0,1976
1249,Ed Fleming,Niagara,USA,8.6,1.9,5.2,0.0,1955
1250,Vern Fleming,Georgia,USA,11.3,4.8,3.4,0.0,1984
1251,Luis Flores,Manhattan,USA,2.2,0.7,0.2,0.0,2004
1252,Bruce Flowers,Notre Dame,USA,4.9,0.9,3.4,0.0,1979
1253,Sleepy Floyd,Georgetown,USA,12.8,5.4,2.6,1.0,1982
1254,Jonny Flynn,Syracuse,USA,9.2,3.9,1.9,0.0,2009
1255,Mike Flynn,Kentucky,USA,6.2,2.2,2.1,0.0,1975
1256,Larry Fogle,Canisius,USA,1.0,0.0,1.5,0.0,1975
1257,Jack Foley,Holy Cross,USA,4.8,0.5,1.5,0.0,1962
1258,Ike Fontaine,Washington State,USA,1.8,0.7,0.8,0.0,Undrafted
1259,Levi Fontaine,Maryland-Eastern Shore,USA,3.8,0.6,0.4,0.0,1970
1260,Jeff Foote,Cornell,USA,1.0,0.0,1.5,0.0,Undrafted
1261,Bryn Forbes,Michigan State,USA,9.5,0.6,1.2,,Undrafted
1262,Gary Forbes,Massachusetts,Panama,5.8,0.9,2.0,0.0,Undrafted
1263,Alphonso Ford,Mississippi Valley State,USA,3.2,0.9,1.8,0.0,1993
1264,Alton Ford,Houston,USA,2.5,0.2,1.7,0.0,2001
1265,Chris Ford,Villanova,USA,9.2,3.4,3.0,0.0,1972
1266,Don Ford,California-Santa Barbara,USA,6.4,1.4,3.6,0.0,1975
1267,Jake Ford,Maryland-Eastern Shore,USA,4.1,1.1,0.6,0.0,1970
1268,Phil Ford,North Carolina,USA,11.6,6.4,1.8,0.0,1978
1269,Sharrod Ford,Clemson,USA,1.3,0.0,1.0,0.0,Undrafted
1270,Sherell Ford,Illinois-Chicago,USA,3.2,0.2,0.9,0.0,1995
1271,T.J. Ford,Texas,USA,11.2,5.8,3.1,0.0,2003
1272,Donnie Forman,New York University,USA,4.1,1.7,,0.0,Undrafted
1273,Bayard Forrest,Grand Canyon,USA,4.1,2.1,4.1,0.0,1976
1274,Joseph Forte,North Carolina,USA,1.2,0.7,0.7,0.0,2001
1275,Courtney Fortson,Arkansas,USA,3.5,1.0,1.5,0.0,Undrafted
1276,Danny Fortson,Cincinnati,USA,8.2,0.7,7.2,0.0,1997
1277,Fred Foster,Miami (Ohio),USA,7.8,1.1,2.4,0.0,1968
1278,Greg Foster,Texas-El Paso,USA,3.9,0.5,2.6,0.0,1990
1279,Jeff Foster,Southwest Texas State,USA,4.9,0.9,6.9,0.0,1999
1280,Rod Foster,UCLA,USA,7.5,2.3,1.2,0.0,1983
1281,Antonis Fotsis,Panathinaikos,Greece,3.9,0.4,2.2,0.0,2001
1282,Evan Fournier,Poitiers Basket 86,France,19.6,3.7,3.0,,2012
1283,Larry Foust,La Salle,USA,13.7,1.7,9.8,7.0,1950
1284,Jerry Fowler,Missouri,USA,1.5,0.3,1.7,0.0,Undrafted
1285,Tremaine Fowlkes,Fresno State,USA,2.9,0.5,2.2,0.0,1998
1286,De'Aaron Fox,Kentucky,USA,23.8,7.4,3.4,,2017
1287,Harold Fox,Jacksonville,USA,3.1,1.0,0.8,0.0,1972
1288,Jim Fox,South Carolina,USA,9.3,1.6,7.4,0.0,1965
1289,Rick Fox,North Carolina,Canada,9.6,2.8,3.8,0.0,1991
1290,Randy Foye,Villanova,USA,10.3,2.8,2.2,0.0,2006
1291,Adonal Foyle,Colgate,St. Vincent & Grenadines,4.1,0.5,4.7,0.0,1997
1292,Richie Frahm,Gonzaga,USA,3.6,0.6,1.2,0.0,Undrafted
1293,Steve Francis,Maryland,USA,18.1,6.0,5.6,3.0,1999
1294,Tellis Frank,Western Kentucky,USA,6.5,1.0,3.9,0.0,1987
1295,Nat Frankel,Brooklyn,USA,2.7,0.5,,0.0,Undrafted
1296,Jamaal Franklin,San Diego State,USA,1.8,0.4,1.0,0.0,2013
1297,Michael Frazier II,Florida,USA,2.1,0.2,0.8,0.0,Undrafted
1298,Tim Frazier,Penn State,USA,1.3,2.3,1.3,,Undrafted
1299,Walt Frazier,Southern Illinois,USA,18.9,6.1,5.9,7.0,1967
1300,Will Frazier,Grambling,USA,0.5,0.5,2.5,0.0,1965
1301,Melvin Frazier Jr.,Tulane,USA,1.9,0.1,0.5,0.0,2018
1302,Anthony Frederick,Pepperdine,USA,4.9,0.9,1.9,0.0,1986
1303,Jimmer Fredette,Brigham Young,USA,6.0,1.4,1.0,0.0,2011
1304,World Free,Guilford,USA,20.3,3.7,2.7,1.0,1975
1305,Joel Freeland,Malaga,United Kingdom,3.2,0.4,3.4,0.0,2006
1306,Donnie Freeman,Illinois,USA,10.8,2.7,2.8,0.0,1966
1307,Gary Freeman,Oregon State,USA,3.2,0.7,2.0,0.0,1970
1308,Rod Freeman,Vanderbilt,USA,3.0,0.4,1.5,0.0,1973
1309,Matt Freije,Vanderbilt,USA,3.2,0.6,2.0,0.0,2004
1310,Frido Frey,Long Island-Brooklyn,USA,3.8,0.6,,0.0,Undrafted
1311,Larry Friend,California,USA,4.0,1.1,2.4,0.0,1957
1312,Pat Frink,Colorado,USA,2.6,1.1,0.9,0.0,1968
1313,Jim Fritsche,Hamline,USA,3.9,0.9,3.0,0.0,1953
1314,Channing Frye,Arizona,USA,8.7,1.0,4.5,0.0,2005
1315,Bernie Fryer,Brigham Young,USA,6.2,3.0,1.8,0.0,1972
1316,Frank Fucarino,Long Island-Brooklyn,USA,5.0,0.3,,0.0,Undrafted
1317,Herm Fuetsch,Polytechnic HS (CA),USA,2.6,0.4,,0.0,Undrafted
1318,Joe Fulks,Murray State,USA,16.4,1.2,5.3,2.0,Undrafted
1319,Hiram Fuller,Fresno State,USA,2.0,0.5,2.8,0.0,Undrafted
1320,Todd Fuller,North Carolina State,USA,3.7,0.2,3.0,0.0,1996
1321,Tony Fuller,Pepperdine,USA,4.0,1.9,2.8,0.0,1980
1322,Markelle Fultz,Washington,USA,12.9,5.4,3.1,,2017
1323,Lawrence Funderburke,Ohio State,USA,6.4,0.6,3.6,0.0,1994
1324,Terry Furlow,Michigan State,USA,10.7,2.4,2.1,0.0,1976
1325,Billy Gabor,Syracuse,USA,9.8,2.0,1.8,1.0,1948
1326,Wenyen Gabriel,Kentucky,South Sudan,0.2,0.3,1.2,,Undrafted
1327,Dan Gadzuric,UCLA,Netherlands,4.7,0.4,4.4,0.0,2002
1328,Tony Gaffney,Massachusetts,USA,,,,,Undrafted
1329,Daniel Gafford,Arkansas,USA,4.8,0.6,3.3,,2019
1330,Deng Gai,Fairfield,South Sudan,0.0,0.0,0.0,0.0,Undrafted
1331,Elmer R. Gainer,DePaul,USA,1.5,0.5,,0.0,1947
1332,Corey Gaines,Loyola-Marymount,USA,3.1,3.1,0.9,0.0,1988
1333,Reece Gaines,Louisville,USA,1.7,0.7,0.7,0.0,2003
1334,Sundiata Gaines,Georgia,USA,4.5,1.8,1.5,0.0,Undrafted
1335,Mike Gale,Elizabeth City State,USA,7.4,4.3,2.5,0.0,1971
1336,Chad Gallagher,Creighton,USA,3.0,0.0,0.0,0.0,1991
1337,Harry Gallatin,Truman State,USA,13.0,1.8,11.9,7.0,1948
1338,Danilo Gallinari,Olimpia Milano,Italy,12.8,1.5,3.9,,2008
1339,Langston Galloway,St. Joseph's (PA),USA,5.1,0.8,1.0,,Undrafted
1340,Dave Gambee,Oregon State,USA,10.6,1.0,5.2,0.0,1958
1341,Kevin Gamble,Iowa,USA,9.5,2.0,2.2,0.0,1987
1342,Bob Gantt,Duke,USA,3.1,0.2,,0.0,Undrafted
1343,Jorge Garbajosa,Malaga,Spain,8.0,1.7,4.7,0.0,Undrafted
1344,Ruben Garces,Providence,USA,1.2,0.4,2.2,0.0,Undrafted
1345,Alex Garcia,Ribeirao Preto,Brazil,4.7,1.8,1.5,0.0,Undrafted
1346,Francisco Garcia,Louisville,Dominican Republic,7.9,1.4,2.6,0.0,2005
1347,Earl Gardner,DePauw,USA,1.8,0.4,,0.0,1948
1348,Thomas Gardner,Missouri,USA,2.3,0.2,0.6,0.0,Undrafted
1349,Vern Gardner,Utah,USA,8.9,1.6,4.0,0.0,1949
1350,Jack Garfinkel,St. John's,USA,5.2,1.5,,0.0,Undrafted
1351,Patricio Garino,George Washington,Argentina,0.0,0.0,1.4,0.0,Undrafted
1352,Darius Garland,Vanderbilt,USA,16.4,5.8,2.2,,2019
1353,Gary Garland,DePaul,USA,4.3,1.9,1.8,0.0,1979
1354,Winston Garland,Missouri State,USA,9.4,4.7,2.8,0.0,1987
1355,Dick Garmaker,Minnesota,USA,13.3,2.6,4.2,4.0,1955
1356,Chris Garner,Memphis,USA,1.6,1.4,0.8,0.0,Undrafted
1357,Bill Garnett,Wyoming,USA,5.5,1.3,4.3,0.0,1982
1358,Kevin Garnett,Farragut Academy HS (IL),USA,17.8,3.7,10.0,14.0,1995
1359,Marlon Garnett,Santa Clara,USA,2.1,0.8,0.9,0.0,Undrafted
1360,Billy Garrett,DePaul,USA,6.5,1.8,0.8,0.0,Undrafted
1361,Calvin Garrett,Oral Roberts,USA,5.2,1.5,2.6,0.0,1979
1362,Dean Garrett,Indiana,USA,4.8,0.6,5.0,0.0,1988
1363,Diante Garrett,Iowa State,USA,3.2,1.7,1.2,0.0,Undrafted
1364,Eldo Garrett,Southern Illinois,USA,10.3,2.5,3.0,0.0,1969
1365,Rowland Garrett,Florida State,USA,5.1,0.4,2.3,0.0,1972
1366,Tom Garrick,Rhode Island,USA,5.4,3.4,2.0,0.0,1988
1367,John Garris,Boston College,USA,4.0,0.3,2.3,0.0,1983
1368,Kiwane Garris,Illinois,USA,2.3,1.0,0.6,0.0,Undrafted
1369,Pat Garrity,Notre Dame,USA,7.3,0.8,2.6,0.0,1998
1370,Jim Garvin,Boston University,USA,0.3,0.0,0.8,0.0,1973
1371,Marc Gasol,FC Barcelona,Spain,4.8,2.0,4.1,,2007
1372,Pau Gasol, ,Spain,17.0,3.2,9.2,6.0,2001
1373,Frank Gates,Sam Houston State,USA,4.5,1.4,,0.0,Undrafted
1374,Chris Gatling,Old Dominion,USA,10.3,0.7,5.3,1.0,1991
1375,Kenny Gattison,Old Dominion,USA,7.9,0.9,4.7,0.0,1986
1376,Rudy Gay,Connecticut,USA,10.9,1.5,4.9,,2006
1377,Ed Gayda,Washington State,USA,3.9,0.9,2.7,0.0,1950
1378,Andrew Gaze,Seton Hall,USA,1.7,0.4,0.5,0.0,Undrafted
1379,Michael Gbinije,Syracuse,USA,0.4,0.2,0.3,0.0,2016
1380,Reggie Geary,Arizona,USA,2.1,1.1,0.8,0.0,1996
1381,Alonzo Gee,Alabama,USA,6.6,1.1,3.3,0.0,Undrafted
1382,Matt Geiger,Georgia Tech,USA,9.2,0.7,5.7,0.0,1992
1383,Mickael Gelabale,Real Madrid,France,4.6,0.8,2.3,0.0,2005
1384,Devean George,Augsburg,USA,5.6,0.9,3.1,0.0,1999
1385,Jack George,La Salle,USA,10.2,4.3,4.2,2.0,1953
1386,Paul George,Fresno State,USA,22.5,5.5,6.0,,2010
1387,Tate George,Connecticut,USA,4.2,1.8,1.0,0.0,1990
1388,Marcus Georges-Hunt,Georgia Tech,USA,1.6,0.2,0.5,0.0,Undrafted
1389,Gus Gerard,Virginia,USA,5.7,0.8,2.6,0.0,1975
1390,Derrick Gervin,Texas-San Antonio,USA,8.8,0.5,2.3,0.0,1985
1391,George Gervin,Eastern Michigan,USA,26.2,2.8,4.6,9.0,1974
1392,Gorham Getchell,Temple,USA,0.3,0.0,,0.0,Undrafted
1393,John Gianelli,Pacific,USA,7.8,1.5,5.9,0.0,1972
1394,Dick Gibbs,Texas-El Paso,USA,5.2,0.8,1.9,0.0,1971
1395,Daniel Gibson,Texas,USA,7.8,2.0,2.0,0.0,2006
1396,Dee Gibson,Western Kentucky,USA,6.4,2.9,,0.0,1948
1397,Jonathan Gibson,New Mexico State,USA,6.7,1.4,1.2,0.0,Undrafted
1398,Mel Gibson,Western Carolina,USA,1.4,0.7,0.4,0.0,1963
1399,Mike Gibson,South Carolina Upstate,USA,1.6,0.2,1.7,0.0,1982
1400,Taj Gibson,USC,USA,4.2,0.5,4.5,,2009
1401,Ward Gibson,Creighton,USA,5.5,1.2,,0.0,Undrafted
1402,J.R. Giddens,New Mexico,USA,1.9,0.3,1.4,0.0,2008
1403,Trey Gilder,Northwestern State,USA,1.0,0.0,0.5,0.0,Undrafted
1404,Harry Giles III,Duke,USA,3.0,0.9,4.9,,2017
1405,Shai Gilgeous-Alexander,Kentucky,Canada,23.7,5.9,4.7,,2018
1406,Eddie Gill,Weber State,USA,3.1,1.2,1.1,0.0,Undrafted
1407,Kendall Gill,Illinois,USA,13.4,3.0,4.1,0.0,1990
1408,Ben Gillery,Georgetown,USA,1.0,0.1,1.0,0.0,Undrafted
1409,Gene Gillette,St. Mary's (CA),USA,0.6,0.1,,0.0,Undrafted
1410,Armen Gilliam,UNLV,USA,13.7,1.2,6.9,0.0,1987
1411,Herm Gilliam,Purdue,USA,10.8,3.8,3.8,0.0,1969
1412,Artis Gilmore,Jacksonville,USA,17.1,2.0,10.1,6.0,1971
1413,Walt Gilmore,Fort Valley State,USA,2.1,0.4,2.7,0.0,1970
1414,Chuck Gilmur,Washington,USA,5.8,1.5,4.7,0.0,Undrafted
1415,Manu Ginobili,Virtus Bologna,Argentina,13.3,3.8,3.5,2.0,1999
1416,Gordan Giricek,CSKA Moscow,Croatia,9.6,1.5,2.5,0.0,1999
1417,Jack Givens,Kentucky,USA,6.7,0.9,2.9,0.0,1978
1418,Mickell Gladness,Alabama A&M,USA,2.2,0.2,2.2,0.0,Undrafted
1419,George Glamack,North Carolina,USA,9.3,1.7,,0.0,Undrafted
1420,Gerald Glass,Mississippi,USA,7.7,1.5,2.5,0.0,1990
1421,Mike Glenn,Southern Illinois,USA,7.6,1.6,1.2,0.0,1977
1422,Norman Glick,Loyola-Marymount,USA,2.0,0.0,,0.0,Undrafted
1423,Georgi Glouchkov,Akademik Varna,Bulgaria,4.9,0.7,3.3,0.0,1985
1424,Clarence Glover,Western Kentucky,USA,2.6,0.2,1.8,0.0,1971
1425,Dion Glover,Georgia Tech,USA,8.2,1.5,3.1,0.0,1999
1426,Andreas Glyniadakis,AEK Athens,Greece,1.3,0.1,0.6,0.0,2003
1427,Mike Gminski,Duke,USA,11.7,1.3,6.9,0.0,1980
1428,Rudy Gobert,Cholet,France,14.5,1.3,13.4,,2013
1429,Dan Godfread,Evansville,USA,1.2,0.0,0.2,0.0,Undrafted
1430,Tom Gola,La Salle,USA,11.3,4.2,8.0,4.0,1955
1431,Ben Goldfaden,George Washington,USA,1.0,0.0,,0.0,Undrafted
1432,Anthony Goldwire,Houston,USA,6.3,2.8,1.3,0.0,1994
1433,Ryan Gomes,Providence,USA,10.1,1.5,4.6,0.0,2005
1434,Glen Gondrezick,UNLV,USA,5.8,1.4,4.5,0.0,1977
1435,Grant Gondrezick,Pepperdine,USA,5.0,1.3,1.6,0.0,1986
1436,Drew Gooden,Kansas,USA,11.0,1.1,7.1,0.0,2002
1437,Gail Goodrich,UCLA,USA,18.6,4.7,3.2,5.0,1965
1438,Steve Goodrich,Princeton,USA,1.1,0.5,1.2,0.0,Undrafted
1439,Archie Goodwin,Kentucky,USA,6.3,1.2,2.0,0.0,2013
1440,Brandon Goodwin,Florida Gulf Coast,USA,3.9,1.6,1.0,,Undrafted
1441,Wilfred Goodwin,St John's Prep HS (NY),USA,4.4,0.3,,0.0,Undrafted
1442,Aaron Gordon,Arizona,USA,14.6,4.3,6.6,,2014
1443,Ben Gordon,Connecticut,USA,14.9,2.5,2.5,0.0,2004
1444,Drew Gordon,New Mexico,USA,1.9,0.2,2.0,0.0,Undrafted
1445,Eric Gordon,Indiana,USA,17.8,2.6,2.1,,2008
1446,Lancaster Gordon,Louisville,USA,5.6,1.5,1.3,0.0,1984
1447,Paul Gordon,Notre Dame,USA,0.8,0.8,,0.0,1949
1448,Marcin Gortat,RheinEnergie Cologne,Poland,9.9,1.1,7.9,0.0,2005
1449,Leo Gottlieb,DeWitt Clinton HS (NY),USA,5.5,0.4,,0.0,Undrafted
1450,Andrew Goudelock,College of Charleston,USA,4.0,0.5,0.7,0.0,2011
1451,Bato Govedarica,DePaul,USA,3.3,1.0,0.8,0.0,1951
1452,Joe Graboski,Tuley HS (IL),USA,11.0,1.8,8.1,0.0,Undrafted
1453,Ricky Grace,Oklahoma,USA,1.3,0.3,0.3,0.0,1988
1454,Devonte' Graham,Kansas,USA,13.1,5.2,2.7,,2018
1455,Greg Graham,Indiana,USA,4.5,1.0,1.1,0.0,1993
1456,Joey Graham,Oklahoma State,USA,5.9,0.5,2.8,0.0,2005
1457,Mal Graham,New York University,USA,4.7,1.1,1.7,0.0,1967
1458,Orlando Graham,Auburn-Montgomery,USA,1.1,0.0,1.6,0.0,1988
1459,Paul Graham,Ohio,USA,8.4,2.0,2.4,0.0,Undrafted
1460,Stephen Graham,Oklahoma State,USA,4.0,0.5,1.8,0.0,Undrafted
1461,Treveon Graham,Va Commonwealth,USA,4.2,0.8,2.2,0.0,Undrafted
1462,Jim Grandholm,South Florida,USA,3.0,0.3,1.9,0.0,1984
1463,Ronnie Grandison,New Orleans,USA,2.4,0.6,1.6,0.0,1987
1464,Danny Granger,New Mexico,USA,16.8,1.9,4.9,1.0,2005
1465,Stewart Granger,Villanova,USA,4.0,2.2,1.0,0.0,1983
1466,Brian Grant,Xavier,USA,10.5,1.2,7.4,0.0,1994
1467,Bud Grant,Minnesota,USA,2.6,0.9,1.9,0.0,1950
1468,Gary Grant,Michigan,USA,7.9,5.5,2.3,0.0,1988
1469,Greg Grant,College of New Jersey,USA,2.8,2.7,0.9,0.0,1989
1470,Harvey Grant,Oklahoma,USA,9.9,1.6,4.4,0.0,1988
1471,Horace Grant,Clemson,USA,11.2,2.2,8.1,1.0,1987
1472,Jerami Grant,Syracuse,USA,23.3,2.8,5.0,,2014
1473,Jerian Grant,Notre Dame,USA,6.1,2.9,1.9,0.0,2015
1474,Josh Grant,Utah,USA,3.0,0.5,1.7,0.0,1993
1475,Paul Grant,Wisconsin,USA,1.8,0.2,1.1,0.0,1997
1476,Travis Grant,Kentucky State,USA,3.6,0.2,1.5,0.0,1972
1477,Donte Grantham,Clemson,USA,0.0,0.0,0.0,0.0,2018
1478,Don Grate,Ohio State,USA,2.0,1.5,,0.0,Undrafted
1479,Butch Graves,Yale,USA,1.3,0.3,0.5,0.0,1984
1480,Aaron Gray,Pittsburgh,USA,3.4,0.7,3.7,0.0,2007
1481,Devin Gray,Clemson,USA,2.5,0.3,1.4,0.0,1995
1482,Ed Gray,California,USA,6.2,0.8,1.2,0.0,1997
1483,Evric Gray,UNLV,USA,2.6,0.4,0.6,0.0,Undrafted
1484,Gary Gray,Oklahoma City,USA,2.4,0.6,0.5,0.0,1967
1485,Josh Gray,Louisiana State,USA,4.9,2.0,1.7,0.0,Undrafted
1486,Leonard Gray,Long Beach State,USA,10.8,2.2,5.2,0.0,1974
1487,Stuart Gray,UCLA,USA,2.3,0.4,2.6,0.0,1984
1488,Sylvester Gray,Memphis,USA,8.0,2.1,5.2,0.0,1988
1489,Wyndol Gray,Harvard,USA,5.4,0.7,,0.0,Undrafted
1490,Jeff Grayer,Iowa State,USA,7.4,1.4,3.0,0.0,1988
1491,Bob Greacen,Rutgers,USA,2.6,0.9,1.5,0.0,1969
1492,A.C. Green,Oregon State,USA,9.6,1.1,7.4,1.0,1985
1493,Danny Green,North Carolina,USA,9.2,1.7,3.6,,2009
1494,Devin Green,Hampton,USA,0.9,0.3,0.9,0.0,Undrafted
1495,Draymond Green,Michigan State,USA,6.1,8.4,6.6,,2012
1496,Erick Green,Virginia Tech,USA,3.1,0.8,0.7,0.0,2013
1497,Gerald Green,No College,USA,9.7,0.9,2.5,0.0,2005
1498,JaMychal Green,Alabama,USA,8.7,0.8,5.5,,Undrafted
1499,Javonte Green,Radford,USA,4.2,0.4,2.1,,Undrafted
1500,Jeff Green,Georgetown,USA,9.8,1.5,3.8,,2007
1501,Johnny Green,Michigan State,USA,11.6,1.4,8.6,4.0,1959
1502,Ken Green,Texas-Pan American,USA,4.4,0.3,3.9,0.0,1981
1503,Kenny Green,Wake Forest,USA,4.4,0.3,1.7,0.0,1985
1504,Lamar Green,Morehead State,USA,5.2,0.7,6.4,0.0,1969
1505,Litterial Green,Georgia,USA,2.9,1.2,0.5,0.0,1992
1506,Luther Green,Long Island-Brooklyn,USA,0.6,0.0,0.6,0.0,1969
1507,Mike Green,Louisiana Tech,USA,8.4,1.4,5.4,0.0,1973
1508,Rickey Green,Michigan,USA,9.4,5.5,1.9,1.0,1977
1509,Sean Green,Iona,USA,4.2,0.5,1.0,0.0,1991
1510,Si Green,Duquesne,USA,9.2,3.3,4.3,0.0,1956
1511,Sidney Green,UNLV,USA,7.5,0.9,6.1,0.0,1983
1512,Steve Green,Indiana,USA,4.6,0.6,2.0,0.0,1975
1513,Taurean Green,Florida,USA,1.6,0.6,0.6,0.0,2007
1514,Tommy Green,Southern,USA,3.9,2.4,1.2,0.0,1978
1515,Willie Green,Detroit,USA,8.3,1.4,1.8,0.0,2003
1516,Donte Greene,Syracuse,USA,6.1,0.7,2.4,0.0,2008
1517,Orien Greene,Louisiana-Lafayette,USA,2.5,1.2,1.5,0.0,2005
1518,Jerry Greenspan,Maryland,USA,4.9,0.4,3.3,0.0,1963
1519,David Greenwood,UCLA,USA,10.2,2.0,7.9,0.0,1979
1520,Hal Greer,Marshall,USA,19.2,4.0,5.0,10.0,1958
1521,Lynn Greer,Temple,USA,4.1,1.3,0.7,0.0,Undrafted
1522,Gary Gregor,South Carolina,USA,9.8,1.5,7.0,0.0,1968
1523,Claude Gregory,Wisconsin,USA,5.4,0.6,3.9,0.0,1981
1524,John Greig,Oregon,USA,2.1,0.0,0.7,0.0,1982
1525,Norm Grekin,La Salle,USA,0.0,0.0,0.0,0.0,1953
1526,Kevin Grevey,Kentucky,USA,11.0,1.9,2.4,0.0,1975
1527,Adrian Griffin,Seton Hall,USA,4.0,1.4,3.2,0.0,Undrafted
1528,Blake Griffin,Oklahoma,USA,11.6,3.5,5.0,,2009
1529,Eddie Griffin,Seton Hall,USA,7.2,0.8,5.8,0.0,2001
1530,Greg Griffin,Idaho State,USA,4.0,0.7,2.9,0.0,1977
1531,Paul Griffin,Western Michigan,USA,5.1,2.3,5.5,0.0,1976
1532,Taylor Griffin,Oklahoma,USA,1.3,0.1,0.3,0.0,2009
1533,Darrell Griffith,Louisville,USA,16.2,2.1,3.3,0.0,1980
1534,Chuck Grigsby,Dayton,USA,2.3,1.0,1.6,0.0,1952
1535,Derek Grimm,Missouri,USA,1.6,0.0,0.4,0.0,Undrafted
1536,George Grimshaw,Brown,USA,2.9,0.0,,0.0,Undrafted
1537,Dick Groat,Duke,USA,11.9,2.7,3.3,0.0,1952
1538,Bob Gross,Long Beach State,USA,8.9,2.9,4.4,0.0,1975
1539,Jerry Grote,Loyola-Marymount,USA,1.3,0.4,0.4,0.0,1962
1540,Alex Groza,Kentucky,USA,22.5,2.4,10.7,1.0,1949
1541,Anthony Grundy,North Carolina State,USA,4.3,0.8,1.4,0.0,Undrafted
1542,Ernie Grunfeld,Tennessee,USA,7.4,2.0,2.6,0.0,1977
1543,Gene Guarilia,George Washington,USA,3.2,0.3,2.3,0.0,1959
1544,Petur Gudmundsson,Washington,USA,4.6,1.0,3.8,0.0,1981
1545,Marko Guduric, ,Serbia,3.9,1.0,1.7,0.0,Undrafted
1546,Richie Guerin,Iona,USA,17.3,5.0,5.0,6.0,1954
1547,Tom Gugliotta,North Carolina State,USA,13.0,2.8,7.3,1.0,1992
1548,Andres Guibert,Cantera Instituto,Cuba,2.7,0.5,2.8,0.0,Undrafted
1549,Jay Guidinger,Minnesota-Duluth,USA,1.5,0.3,1.5,0.0,Undrafted
1550,Coulby Gunther,Boston College,USA,10.6,0.8,,0.0,Undrafted
1551,Dave Gunther,Iowa,USA,2.0,3.0,3.0,0.0,1959
1552,Al Guokas,St. Joseph's (PA),USA,3.8,1.7,,0.0,Undrafted
1553,Matt Guokas,St. Joseph's (PA),USA,5.8,3.0,2.0,0.0,1966
1554,Matt Guokas,St. Joseph's (PA),USA,1.7,0.2,,0.0,Undrafted
1555,Jorge Gutierrez,California,Mexico,2.9,1.5,1.1,0.0,Undrafted
1556,Kyle Guy,Virginia,USA,2.4,0.9,0.9,,2019
1557,A.J. Guyton,Indiana,USA,5.5,1.8,1.0,0.0,2000
1558,Ha Ha,Yonsei,South Korea,1.5,0.1,1.5,0.0,2004
1559,Rui Hachimura,Gonzaga,Japan,13.4,1.5,5.8,,2019
1560,Rudy Hackett,Syracuse,USA,2.3,0.5,2.2,0.0,1975
1561,Hamed Haddadi,Saba Battery,Iran,2.2,0.3,2.5,0.0,Undrafted
1562,Scott Haffner,Evansville,USA,4.3,1.8,1.1,0.0,1989
1563,Cliff Hagan,Kentucky,USA,18.0,3.0,6.9,4.0,1953
1564,Glenn Hagan,St. Bonaventure,USA,1.8,2.0,1.0,0.0,1978
1565,Bob Hahn,North Carolina State,USA,1.0,0.1,,0.0,Undrafted
1566,Al Hairston,Bowling Green,USA,2.2,1.0,1.0,0.0,1968
1567,Happy Hairston,New York University,USA,14.8,1.6,10.3,0.0,1964
1568,Lindsay Hairston,Michigan State,USA,5.8,0.4,3.8,0.0,1975
1569,Malik Hairston,Oregon,USA,2.4,0.5,1.2,0.0,2008
1570,PJ Hairston,North Carolina,USA,6.0,0.5,2.4,0.0,2014
1571,Marcus Haislip,Tennessee,USA,3.5,0.2,1.5,0.0,2002
1572,Chuck Halbert,West Texas A&M,USA,8.8,1.4,7.9,0.0,Undrafted
1573,Harvey Halbrook,Oregon State,USA,5.5,0.4,6.6,0.0,1956
1574,Bruce Hale,Santa Clara,USA,9.1,3.0,1.9,0.0,Undrafted
1575,Jack Haley,UCLA,USA,3.5,0.2,2.7,0.0,1987
1576,Shaler Halimon,Utah State,USA,6.7,1.8,3.4,0.0,1968
1577,Devon Hall,Virginia,USA,1.8,1.2,0.6,0.0,2018
1578,Mike Hall,George Washington,USA,1.0,0.5,1.0,0.0,Undrafted
1579,Jeff Halliburton,Drake,USA,6.1,1.3,1.6,0.0,1971
